"Date","Price","Open","High","Low","Vol.","Change %"
"04/22/2021","100.95","102.87","102.87","100.87","9.90M","-1.73%"
"04/21/2021","102.73","100.33","102.99","100.14","8.26M","1.38%"
"04/20/2021","101.33","102.83","102.99","100.51","9.78M","-1.87%"
"04/19/2021","103.26","103.27","103.83","102.21","7.07M","0.29%"
"04/16/2021","102.96","103.80","104.36","102.43","7.46M","-0.44%"
"04/15/2021","103.42","104.01","104.27","102.93","7.86M","-0.82%"
"04/14/2021","104.27","102.65","105.33","102.60","10.19M","1.99%"
"04/13/2021","102.24","101.56","102.60","101.29","6.83M","0.45%"
"04/12/2021","101.78","103.67","103.86","101.51","7.85M","-1.11%"
"04/09/2021","102.92","103.12","103.68","102.10","7.16M","-0.10%"
"04/08/2021","103.02","103.52","103.62","102.07","8.28M","-1.12%"
"04/07/2021","104.19","103.47","104.57","103.26","7.70M","0.59%"
"04/06/2021","103.58","104.25","105.08","103.45","8.13M","-0.89%"
"04/05/2021","104.51","105.73","105.83","104.17","8.69M","-1.17%"
"04/01/2021","105.75","105.26","105.86","104.21","8.52M","0.92%"
"03/31/2021","104.79","105.55","106.22","104.60","8.95M","-1.08%"
"03/30/2021","105.93","106.06","106.83","105.59","6.28M","-0.93%"
"03/29/2021","106.92","106.40","107.53","105.70","7.54M","-0.52%"
"03/26/2021","107.48","106.54","107.54","105.36","9.82M","2.29%"
"03/25/2021","105.07","102.85","105.26","102.07","11.14M","0.35%"
"03/24/2021","104.70","102.99","105.76","102.91","11.03M","2.68%"
"03/23/2021","101.97","101.45","104.30","100.69","14.78M","-0.56%"
"03/22/2021","102.54","103.06","104.50","102.31","12.51M","-0.81%"
"03/19/2021","103.38","103.94","104.89","102.74","18.49M","-0.71%"
"03/18/2021","104.12","107.01","107.53","103.71","13.25M","-3.62%"
"03/17/2021","108.03","107.21","108.56","106.60","9.17M","0.36%"
"03/16/2021","107.64","108.53","108.88","107.08","11.70M","-2.37%"
"03/15/2021","110.25","111.53","111.91","108.89","10.49M","-1.17%"
"03/12/2021","111.56","111.64","112.70","110.72","10.93M","0.33%"
"03/11/2021","111.19","111.65","112.55","110.89","10.99M","-0.16%"
"03/10/2021","111.37","110.20","112.01","109.70","17.39M","1.71%"
"03/09/2021","109.50","109.07","110.69","107.88","19.01M","-0.23%"
"03/08/2021","109.75","109.86","110.43","108.06","18.03M","0.69%"
"03/05/2021","109.00","106.96","109.13","106.15","23.64M","4.31%"
"03/04/2021","104.50","104.52","107.58","103.13","22.99M","0.88%"
"03/03/2021","103.59","103.41","105.75","103.40","14.96M","1.12%"
"03/02/2021","102.44","101.89","103.31","101.71","10.64M","0.38%"
"03/01/2021","102.05","102.46","103.80","101.40","10.44M","2.05%"
"02/26/2021","100.00","100.30","101.06","97.61","14.45M","-2.30%"
"02/25/2021","102.35","104.90","104.96","101.59","13.22M","-0.93%"
"02/24/2021","103.31","100.33","104.04","99.81","16.12M","3.69%"
"02/23/2021","99.63","99.97","100.16","96.80","14.87M","1.26%"
"02/22/2021","98.39","96.99","99.64","96.46","13.18M","2.70%"
"02/19/2021","95.80","95.13","96.38","94.65","8.91M","0.84%"
"02/18/2021","95.00","95.75","95.78","94.30","9.04M","-0.96%"
"02/17/2021","95.92","95.42","96.72","94.20","14.36M","3.00%"
"02/16/2021","93.13","93.05","93.86","92.61","14.01M","0.63%"
"02/12/2021","92.55","91.53","92.73","91.35","7.86M","0.58%"
"02/11/2021","92.02","92.37","92.44","90.08","8.57M","-0.54%"
"02/10/2021","92.52","91.38","92.59","90.60","8.78M","1.72%"
"02/09/2021","90.96","91.10","91.27","89.81","7.61M","-0.57%"
"02/08/2021","91.48","90.29","92.04","90.01","9.89M","2.49%"
"02/05/2021","89.26","89.94","90.47","88.64","8.02M","0.29%"
"02/04/2021","89.00","89.51","89.65","87.94","7.92M","0.04%"
"02/03/2021","88.96","87.05","89.39","86.89","9.26M","2.18%"
"02/02/2021","87.06","88.01","88.37","86.53","9.23M","0.75%"
"02/01/2021","86.41","85.99","87.30","84.57","8.07M","1.42%"
"01/29/2021","85.20","86.83","87.34","84.92","14.70M","-4.29%"
"01/28/2021","89.02","88.67","90.15","88.25","8.16M","0.93%"
"01/27/2021","88.20","87.53","90.35","86.75","10.18M","-1.30%"
"01/26/2021","89.36","92.20","92.91","89.27","7.83M","-1.69%"
"01/25/2021","90.90","90.62","91.03","89.33","7.69M","-0.90%"
"01/22/2021","91.73","90.40","92.03","89.83","7.81M","-0.30%"
"01/21/2021","92.01","93.86","94.66","91.22","10.40M","-3.53%"
"01/20/2021","95.38","95.00","95.56","94.30","8.74M","0.92%"
"01/19/2021","94.51","93.50","95.03","93.29","9.57M","2.63%"
"01/15/2021","92.09","94.22","94.31","91.71","10.24M","-3.56%"
"01/14/2021","95.49","93.94","96.31","93.79","13.95M","2.40%"
"01/13/2021","93.25","93.20","93.52","91.94","9.72M","-0.10%"
"01/12/2021","93.34","92.66","93.92","91.71","10.92M","1.90%"
"01/11/2021","91.60","89.12","92.10","88.57","10.64M","0.57%"
"01/08/2021","91.08","92.08","92.43","90.45","11.15M","0.95%"
"01/07/2021","90.22","90.39","90.82","89.31","9.29M","0.47%"
"01/06/2021","89.80","89.00","90.78","87.82","13.92M","3.22%"
"01/05/2021","87.00","85.49","89.22","85.32","13.41M","2.70%"
"01/04/2021","84.71","85.15","85.95","83.89","9.23M","0.31%"
"12/31/2020","84.45","84.90","85.19","83.96","8.35M","-1.03%"
"12/30/2020","85.33","84.61","86.58","84.54","7.90M","0.85%"
"12/29/2020","84.61","85.26","85.72","84.05","7.67M","-0.34%"
"12/28/2020","84.90","85.61","86.63","84.62","8.05M","-0.50%"
"12/24/2020","85.33","85.93","85.93","84.81","3.34M","-0.42%"
"12/23/2020","85.69","85.00","86.66","85.00","7.22M","1.58%"
"12/22/2020","84.36","85.44","85.80","84.30","8.59M","-2.01%"
"12/21/2020","86.09","84.35","86.83","83.53","11.43M","-1.26%"
"12/18/2020","87.19","87.98","88.71","86.26","27.43M","-1.38%"
"12/17/2020","88.41","89.54","89.55","87.55","11.75M","-0.32%"
"12/16/2020","88.69","89.20","89.35","87.85","9.89M","-0.76%"
"12/15/2020","89.37","89.42","90.48","88.77","11.78M","-0.08%"
"12/14/2020","89.44","93.40","93.70","89.24","12.20M","-3.26%"
"12/11/2020","92.45","92.53","93.28","91.03","9.58M","-0.96%"
"12/10/2020","93.35","91.55","94.56","90.78","11.99M","3.22%"
"12/09/2020","90.44","92.20","93.02","89.37","11.13M","-1.20%"
"12/08/2020","91.54","90.34","92.46","90.19","7.63M","0.86%"
"12/07/2020","90.76","91.82","92.38","89.88","9.40M","-2.70%"
"12/04/2020","93.28","91.22","93.45","90.92","10.79M","3.88%"
"12/03/2020","89.80","90.58","91.11","89.07","8.25M","-0.08%"
"12/02/2020","89.87","87.26","91.31","87.10","10.51M","2.77%"
"12/01/2020","87.45","89.28","89.71","87.07","9.92M","0.31%"
"11/30/2020","87.18","90.01","90.85","86.90","14.29M","-4.52%"
"11/27/2020","91.31","91.33","92.59","90.54","4.63M","-0.90%"
"11/25/2020","92.14","94.68","94.68","92.14","10.56M","-3.64%"
"11/24/2020","95.62","93.39","95.82","93.00","17.27M","5.04%"
"11/23/2020","91.03","87.45","91.58","86.76","13.39M","6.11%"
"11/20/2020","85.79","85.72","86.31","84.88","8.30M","0.07%"
"11/19/2020","85.73","83.55","85.96","83.06","8.82M","1.72%"
"11/18/2020","84.28","87.37","87.90","84.25","10.58M","-3.17%"
"11/17/2020","87.04","86.40","87.53","84.83","14.33M","-2.16%"
"11/16/2020","88.96","86.24","89.18","85.54","18.98M","7.14%"
"11/13/2020","83.03","81.15","83.35","81.03","10.90M","2.93%"
"11/12/2020","80.67","80.98","82.24","79.91","8.93M","-2.17%"
"11/11/2020","82.46","84.10","84.49","81.80","11.64M","-0.73%"
"11/10/2020","83.07","81.14","83.15","79.71","15.04M","4.62%"
"11/09/2020","79.40","80.00","84.27","78.26","24.02M","11.60%"
"11/06/2020","71.15","72.50","73.27","70.83","8.37M","-1.37%"
"11/05/2020","72.14","71.89","72.97","71.76","10.63M","0.52%"
"11/04/2020","71.77","70.78","73.59","69.89","10.93M","0.04%"
"11/03/2020","71.74","73.16","73.30","71.05","8.61M","-0.57%"
"11/02/2020","72.15","70.70","73.08","69.40","11.48M","3.81%"
"10/30/2020","69.50","69.90","70.11","68.08","17.20M","1.02%"
"10/29/2020","68.80","66.13","69.14","65.16","12.29M","2.87%"
"10/28/2020","66.88","67.69","68.08","66.33","15.96M","-3.78%"
"10/27/2020","69.51","70.42","70.60","69.49","14.25M","-2.02%"
"10/26/2020","70.94","71.73","71.89","70.24","9.71M","-2.25%"
"10/23/2020","72.57","73.93","74.36","71.83","8.73M","-1.13%"
"10/22/2020","73.40","70.88","73.49","70.57","9.81M","3.57%"
"10/21/2020","70.87","71.13","71.58","70.73","9.80M","-1.13%"
"10/20/2020","71.68","71.91","72.29","71.04","7.75M","0.56%"
"10/19/2020","71.28","73.11","73.34","71.19","8.36M","-2.21%"
"10/16/2020","72.89","73.52","74.03","72.27","9.31M","-0.84%"
"10/15/2020","73.51","71.81","73.72","71.39","10.05M","0.77%"
"10/14/2020","72.95","73.28","74.43","72.91","7.06M","-0.61%"
"10/13/2020","73.40","74.74","74.74","72.78","10.44M","-1.49%"
"10/12/2020","74.51","73.63","74.95","73.20","9.06M","0.69%"
"10/09/2020","74.00","75.86","76.09","73.98","12.26M","-1.62%"
"10/08/2020","75.22","74.39","75.55","73.99","11.59M","1.95%"
"10/07/2020","73.78","72.17","73.92","71.56","15.41M","2.05%"
"10/06/2020","72.30","73.84","74.32","72.25","15.29M","-0.55%"
"10/05/2020","72.70","71.52","72.73","70.71","12.05M","2.12%"
"10/02/2020","71.19","68.92","71.67","68.82","9.85M","1.09%"
"10/01/2020","70.42","71.51","71.88","70.03","14.93M","-2.19%"
"09/30/2020","72.00","72.25","72.89","71.61","10.47M","0.14%"
"09/29/2020","71.90","74.00","74.14","71.11","10.56M","-2.75%"
"09/28/2020","73.93","73.64","74.76","73.15","12.86M","2.92%"
"09/25/2020","71.83","71.01","72.48","70.77","11.07M","0.04%"
"09/24/2020","71.80","71.25","73.03","70.50","15.20M","-0.21%"
"09/23/2020","71.95","75.59","75.91","71.85","16.65M","-4.74%"
"09/22/2020","75.53","76.15","77.53","75.35","9.15M","-1.01%"
"09/21/2020","76.30","76.24","76.65","74.68","16.20M","-2.44%"
"09/18/2020","78.21","77.88","79.15","77.50","14.52M","-0.74%"
"09/17/2020","78.79","77.53","78.85","76.37","10.52M","0.29%"
"09/16/2020","78.56","76.35","79.48","75.96","13.02M","2.89%"
"09/15/2020","76.35","77.56","78.48","75.96","11.73M","-1.22%"
"09/14/2020","77.29","77.48","77.98","76.92","8.18M","-0.51%"
"09/11/2020","77.69","78.24","78.69","77.06","13.73M","-0.59%"
"09/10/2020","78.15","80.63","80.89","78.05","11.85M","-2.35%"
"09/09/2020","80.03","79.97","81.07","79.68","9.27M","1.34%"
"09/08/2020","78.97","80.50","80.58","78.04","14.94M","-3.61%"
"09/04/2020","81.93","82.46","83.64","80.90","10.52M","-0.43%"
"09/03/2020","82.28","83.05","84.49","81.71","16.18M","-1.09%"
"09/02/2020","83.19","83.06","83.96","82.70","10.82M","0.13%"
"09/01/2020","83.08","83.26","83.63","82.45","9.00M","-1.01%"
"08/31/2020","83.93","85.83","85.90","83.87","9.44M","-1.99%"
"08/28/2020","85.63","85.05","85.73","84.32","7.31M","0.85%"
"08/27/2020","84.91","85.16","85.63","83.97","7.44M","0.15%"
"08/26/2020","84.78","85.71","85.84","84.66","7.49M","-1.57%"
"08/25/2020","86.13","88.01","88.04","85.76","6.84M","-1.23%"
"08/24/2020","87.20","85.60","87.34","84.89","8.74M","2.49%"
"08/21/2020","85.08","84.67","85.09","83.51","9.00M","0.32%"
"08/20/2020","84.81","85.42","86.89","84.73","7.87M","-1.83%"
"08/19/2020","86.39","87.30","87.90","86.20","9.12M","-1.42%"
"08/18/2020","87.63","88.97","89.37","87.32","7.98M","-3.46%"
"08/17/2020","90.77","90.35","91.58","89.72","10.47M","0.46%"
"08/14/2020","90.35","89.00","90.59","88.85","6.34M","0.59%"
"08/13/2020","89.82","89.87","91.28","89.76","7.31M","-0.99%"
"08/12/2020","90.72","90.80","91.66","89.45","9.06M","1.23%"
"08/11/2020","89.62","91.95","93.01","89.17","9.07M","-0.12%"
"08/10/2020","89.73","87.94","89.76","87.60","8.15M","3.38%"
"08/07/2020","86.80","86.88","87.11","85.74","7.19M","-0.77%"
"08/06/2020","87.47","86.43","87.90","86.10","7.04M","0.31%"
"08/05/2020","87.20","88.14","88.43","86.41","7.35M","0.82%"
"08/04/2020","86.49","84.48","86.72","84.28","9.08M","1.98%"
"08/03/2020","84.81","83.98","85.14","83.80","11.22M","1.04%"
"07/31/2020","83.94","83.25","84.10","81.51","19.12M","-2.70%"
"07/30/2020","86.27","88.43","88.50","85.70","10.11M","-4.22%"
"07/29/2020","90.07","89.48","90.08","88.58","6.39M","1.08%"
"07/28/2020","89.11","90.47","91.17","88.77","6.79M","-2.12%"
"07/27/2020","91.04","89.76","91.09","88.80","7.60M","1.01%"
"07/24/2020","90.13","91.48","92.74","89.98","6.62M","-0.97%"
"07/23/2020","91.01","90.50","91.38","90.02","6.59M","-0.03%"
"07/22/2020","91.04","89.95","91.25","88.90","10.32M","-0.38%"
"07/21/2020","91.39","86.47","91.72","86.36","15.12M","7.18%"
"07/20/2020","85.27","86.83","87.49","84.80","14.97M","-2.20%"
"07/17/2020","87.19","88.41","89.11","86.91","5.96M","-1.32%"
"07/16/2020","88.36","88.44","89.48","87.35","4.80M","-0.60%"
"07/15/2020","88.89","90.18","90.19","88.21","5.94M","0.61%"
"07/14/2020","88.35","85.39","88.60","85.04","7.44M","3.45%"
"07/13/2020","85.40","86.04","86.93","84.81","7.07M","0.20%"
"07/10/2020","85.23","82.50","85.42","82.50","6.22M","3.01%"
"07/09/2020","82.74","85.97","86.32","82.69","8.83M","-4.18%"
"07/08/2020","86.35","86.39","87.80","85.89","6.74M","0.05%"
"07/07/2020","86.31","87.82","88.08","86.15","5.90M","-2.55%"
"07/06/2020","88.57","89.50","90.25","87.82","6.75M","0.29%"
"07/02/2020","88.31","89.37","90.36","88.16","5.83M","0.79%"
"07/01/2020","87.62","89.28","90.77","87.55","6.38M","-1.80%"
"06/30/2020","89.23","86.60","89.99","86.36","8.26M","1.78%"
"06/29/2020","87.67","86.91","88.57","86.60","7.02M","1.40%"
"06/26/2020","86.46","88.78","88.83","86.18","13.77M","-3.08%"
"06/25/2020","89.21","87.31","89.51","87.16","7.40M","1.79%"
"06/24/2020","87.64","89.99","90.13","86.86","8.97M","-4.16%"
"06/23/2020","91.44","92.50","93.09","91.17","6.32M","-0.16%"
"06/22/2020","91.59","90.32","91.69","89.59","5.94M","1.06%"
"06/19/2020","90.63","94.41","94.41","90.55","14.84M","-1.42%"
"06/18/2020","91.94","91.00","93.23","90.10","7.06M","0.44%"
"06/17/2020","91.54","93.83","94.00","91.50","6.02M","-2.65%"
"06/16/2020","94.03","94.99","95.58","91.49","8.73M","3.07%"
"06/15/2020","91.23","89.09","92.08","88.21","12.29M","-1.26%"
"06/12/2020","92.39","93.62","93.65","90.01","9.53M","3.38%"
"06/11/2020","89.37","92.30","94.19","89.12","14.94M","-8.41%"
"06/10/2020","97.58","101.00","101.50","97.56","10.49M","-3.89%"
"06/09/2020","101.53","100.70","102.93","99.83","10.75M","-1.66%"
"06/08/2020","103.24","102.63","103.59","100.87","11.09M","2.41%"
"06/05/2020","100.81","99.08","102.05","99.05","12.76M","4.71%"
"06/04/2020","96.28","96.78","96.89","95.16","6.37M","-0.93%"
"06/03/2020","97.18","95.97","97.73","95.75","8.44M","2.63%"
"06/02/2020","94.69","93.78","95.22","93.28","7.88M","2.05%"
"06/01/2020","92.79","90.94","93.85","90.11","7.35M","1.19%"
"05/29/2020","91.70","90.19","91.89","89.26","17.02M","0.91%"
"05/28/2020","90.87","93.61","93.90","90.79","9.64M","-3.23%"
"05/27/2020","93.90","94.68","94.69","92.11","7.82M","0.64%"
"05/26/2020","93.30","92.49","94.34","92.03","9.43M","3.35%"
"05/22/2020","90.28","91.45","91.60","89.47","8.56M","-1.91%"
"05/21/2020","92.04","92.77","93.37","91.28","8.83M","-1.03%"
"05/20/2020","93.00","91.00","93.47","90.18","9.16M","3.77%"
"05/19/2020","89.62","92.53","92.63","89.53","7.75M","-3.17%"
"05/18/2020","92.55","92.40","93.40","91.46","12.31M","3.80%"
"05/15/2020","89.16","90.65","92.06","88.83","10.11M","-0.99%"
"05/14/2020","90.05","87.29","90.93","86.02","10.68M","1.52%"
"05/13/2020","88.70","89.90","90.00","87.32","12.22M","-2.63%"
"05/12/2020","91.10","93.13","94.03","91.00","8.75M","-2.43%"
"05/11/2020","93.37","94.21","94.60","93.18","7.10M","-2.20%"
"05/08/2020","95.47","95.00","95.56","94.07","8.60M","3.05%"
"05/07/2020","92.64","92.98","94.06","91.91","9.75M","2.88%"
"05/06/2020","90.05","92.85","93.46","89.77","11.15M","-3.06%"
"05/05/2020","92.89","94.50","95.30","92.68","13.61M","1.59%"
"05/04/2020","91.44","88.76","91.62","87.69","11.19M","2.24%"
"05/01/2020","89.44","91.51","92.05","87.04","13.25M","-2.78%"
"04/30/2020","92.00","93.72","95.74","90.58","12.22M","-2.77%"
"04/29/2020","94.62","92.48","95.14","92.29","12.34M","5.24%"
"04/28/2020","89.91","89.55","90.96","88.83","10.65M","0.22%"
"04/27/2020","89.71","86.75","90.62","85.87","12.04M","3.10%"
"04/24/2020","87.01","88.48","88.79","85.77","9.18M","0.24%"
"04/23/2020","86.80","86.30","88.78","85.39","14.23M","2.79%"
"04/22/2020","84.44","84.95","85.25","82.97","10.33M","3.43%"
"04/21/2020","81.64","80.28","83.79","79.25","19.62M","-2.31%"
"04/20/2020","83.57","82.66","87.00","82.09","15.75M","-4.13%"
"04/17/2020","87.17","81.33","87.50","81.32","16.13M","8.98%"
"04/16/2020","79.99","81.31","82.19","78.81","12.29M","-3.03%"
"04/15/2020","82.49","80.46","83.38","79.32","13.98M","-2.51%"
"04/14/2020","84.61","85.46","87.08","84.33","14.80M","-0.35%"
"04/13/2020","84.91","87.18","87.36","83.40","13.85M","0.71%"
"04/09/2020","84.31","88.74","89.91","81.52","17.05M","-1.94%"
"04/08/2020","85.98","82.29","86.30","81.52","12.28M","6.25%"
"04/07/2020","80.92","84.26","85.69","80.85","16.39M","0.66%"
"04/06/2020","80.39","77.00","80.95","75.51","17.33M","7.03%"
"04/03/2020","75.11","78.00","78.99","73.03","14.91M","-1.33%"
"04/02/2020","76.12","71.75","78.70","69.58","23.22M","11.03%"
"04/01/2020","68.56","69.51","72.29","67.61","14.36M","-5.38%"
"03/31/2020","72.46","73.27","75.04","70.81","18.51M","0.71%"
"03/30/2020","71.95","68.01","72.93","67.02","18.49M","4.61%"
"03/27/2020","68.78","72.12","73.54","68.50","20.41M","-9.95%"
"03/26/2020","76.38","70.30","77.10","67.89","24.14M","10.26%"
"03/25/2020","69.27","68.29","73.14","66.64","22.56M","4.09%"
"03/24/2020","66.55","61.48","67.65","60.32","29.20M","22.74%"
"03/23/2020","54.22","58.26","59.40","52.97","23.76M","-8.71%"
"03/20/2020","59.39","59.53","60.65","56.36","26.96M","3.48%"
"03/19/2020","57.39","55.26","58.49","51.60","29.87M","4.25%"
"03/18/2020","55.05","66.21","66.23","54.57","24.95M","-22.12%"
"03/17/2020","70.69","70.40","72.98","65.49","22.68M","1.42%"
"03/16/2020","69.70","72.57","78.49","69.69","17.54M","-16.45%"
"03/13/2020","83.42","79.98","83.50","74.11","23.50M","9.39%"
"03/12/2020","76.26","77.23","78.12","72.86","25.77M","-8.15%"
"03/11/2020","83.03","82.23","84.84","81.75","18.41M","-2.29%"
"03/10/2020","84.98","86.24","86.30","81.04","22.59M","5.34%"
"03/09/2020","80.67","82.23","88.01","80.00","30.60M","-15.37%"
"03/06/2020","95.32","93.92","96.06","93.42","16.86M","-1.92%"
"03/05/2020","97.19","95.71","97.39","94.94","12.81M","-1.36%"
"03/04/2020","98.53","96.37","99.02","95.67","14.75M","4.39%"
"03/03/2020","94.39","96.79","98.48","93.37","16.53M","-2.28%"
"03/02/2020","96.59","94.02","96.68","92.20","15.05M","3.48%"
"02/28/2020","93.34","90.63","93.44","90.11","20.84M","-0.84%"
"02/27/2020","94.13","95.95","98.20","94.08","15.78M","-3.99%"
"02/26/2020","98.04","100.86","101.61","98.00","11.99M","-2.65%"
"02/25/2020","100.71","104.80","104.92","100.00","12.87M","-3.82%"
"02/24/2020","104.71","105.71","106.96","104.42","9.54M","-3.94%"
"02/21/2020","109.01","108.99","109.19","107.65","6.44M","-0.73%"
"02/20/2020","109.81","110.78","111.07","109.70","4.47M","-0.84%"
"02/19/2020","110.74","110.52","111.10","109.89","5.89M","0.45%"
"02/18/2020","110.24","109.00","110.27","108.83","4.98M","0.15%"
"02/14/2020","110.08","110.84","110.97","109.58","5.15M","-1.42%"
"02/13/2020","111.66","111.37","112.33","111.23","5.99M","-0.34%"
"02/12/2020","112.04","112.51","112.60","111.61","5.73M","0.75%"
"02/11/2020","111.21","110.78","111.37","110.06","6.07M","1.29%"
"02/10/2020","109.79","108.54","109.80","108.32","6.01M","0.78%"
"02/07/2020","108.94","108.93","109.44","108.47","4.83M","-0.50%"
"02/06/2020","109.49","110.63","110.67","109.11","6.27M","-0.72%"
"02/05/2020","110.28","108.27","110.65","108.11","6.91M","3.21%"
